price_response_feature_id,company_id,ticker,event_type,event_id,event_effective_at,event_effective_session,reaction_session,reaction_open_at
1719,719,QSR,CATALYST,4916,2026-08-12T19:43:38+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
1737,440,RVTY,CATALYST,4935,2026-08-13T16:00:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1738,721,RYAN,CATALYST,4937,2026-08-13T18:29:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1739,441,RYN,CATALYST,4939,2026-08-13T16:16:11+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1744,445,SBLK,CATALYST,4945,2026-08-13T15:40:03+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1751,691,CVLT,CATALYST,5142,2026-08-13T16:45:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1753,692,CWK,CATALYST,5143,2026-08-13T21:00:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1755,53,DAL,CATALYST,5148,2026-08-13T19:29:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1757,544,DAR,CATALYST,5149,2026-08-13T16:37:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1760,276,DCO,CATALYST,5163,2026-08-13T15:54:38+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1766,518,DINO,CATALYST,5175,2026-08-13T16:20:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1767,282,DIS,CATALYST,5182,2026-08-13T18:09:51+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1774,286,DT,CATALYST,5196,2026-08-13T15:50:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1777,610,EAT,CATALYST,5204,2026-08-13T16:52:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1781,549,ELV,CATALYST,5218,2026-08-13T16:17:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1784,295,EMR,CATALYST,5221,2026-08-13T20:44:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1786,296,ENVA,CATALYST,5229,2026-08-13T17:13:33+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1794,302,EXPD,CATALYST,5237,2026-08-13T19:29:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1801,347,IRDM,CATALYST,4805,2026-08-13T20:58:07+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1805,350,ITRI,CATALYST,4815,2026-08-12T16:24:17+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
1807,351,ITW,CATALYST,4817,2026-08-12T16:00:00+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
1808,352,IVZ,CATALYST,4818,2026-08-13T16:06:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1810,701,JBHT,CATALYST,4830,2026-08-12T20:10:00+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
1813,355,JEF,CATALYST,4832,2026-08-12T19:23:42+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
1816,358,JXN,CATALYST,4837,2026-08-12T16:16:42+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
1817,359,KAI,CATALYST,4838,2026-08-13T17:17:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1818,702,KDP,CATALYST,4841,2026-08-13T21:35:14+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1819,104,KEYS,CATALYST,4846,2026-08-13T17:10:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1825,363,KNSL,CATALYST,4855,2026-08-13T17:09:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1829,560,KYMR,CATALYST,4857,2026-08-12T19:14:04+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
1832,109,LFST,CATALYST,4859,2026-08-13T18:00:02+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1834,704,LINE,CATALYST,4863,2026-08-12T19:14:13+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
1838,368,LMT,CATALYST,4864,2026-08-13T20:43:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1843,371,LW,CATALYST,4878,2026-08-12T17:36:00+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
1860,19,AVGO,CATALYST,5524,2026-08-12T20:07:57+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
1861,20,AVT,CATALYST,5525,2026-08-12T18:58:35+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
1901,64,ET,CATALYST,5532,2026-08-12T21:38:55+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
1939,103,JPM,CATALYST,5502,2026-08-12T20:24:22+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
1956,130,NVT,CATALYST,5516,2026-08-13T16:34:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1963,142,PRI,CATALYST,5517,2026-08-13T17:45:06+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1967,533,RPRX,CATALYST,5537,2026-08-13T15:35:01+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1970,670,STX,CATALYST,5539,2026-08-13T21:00:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1974,170,TXRH,CATALYST,5543,2026-08-13T18:00:02+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1980,187,XOM,CATALYST,5545,2026-08-13T18:32:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
1981,188,XPEL,CATALYST,5546,2026-08-12T20:14:15+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
1996,61,EME,CATALYST,5554,2026-08-14T16:54:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2002,66,EW,CATALYST,5560,2026-08-14T17:37:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2003,67,FAF,CATALYST,5561,2026-08-14T17:22:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2004,521,FANG,CATALYST,5562,2026-08-14T15:51:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2007,522,FFIV,CATALYST,5565,2026-08-14T20:29:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2011,72,FN,CATALYST,5566,2026-08-14T21:00:54+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2012,638,FORM,CATALYST,5570,2026-08-14T21:49:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2020,2,AEIS,CATALYST,5597,2026-08-14T18:13:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2021,4,AGNC,CATALYST,5598,2026-08-14T18:49:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2023,7,AIZ,CATALYST,5600,2026-08-14T20:05:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2028,10,AMZN,CATALYST,5604,2026-08-14T21:27:54+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2030,13,APH,CATALYST,5641,2026-08-14T16:01:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2035,19,AVGO,CATALYST,5646,2026-08-14T21:56:40+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2036,20,AVT,CATALYST,5667,2026-08-13T21:41:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2038,22,AX,CATALYST,5669,2026-08-13T21:29:18+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2039,635,AXP,CATALYST,5673,2026-08-14T19:33:54+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2048,31,CBOE,CATALYST,5678,2026-08-14T16:51:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2049,32,CCEP,CATALYST,5679,2026-08-14T17:04:06+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2052,662,CIEN,CATALYST,5680,2026-08-14T15:43:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2058,43,COP,CATALYST,5687,2026-08-14T21:00:54+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2064,516,CVX,CATALYST,5693,2026-08-14T21:00:54+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2066,53,DAL,CATALYST,5705,2026-08-14T17:30:05+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2069,663,DGX,CATALYST,5709,2026-08-14T18:00:02+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2071,102,JNJ,CATALYST,5767,2026-08-14T21:08:30+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2073,103,JPM,CATALYST,5774,2026-08-14T21:56:59+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2074,646,KEY,CATALYST,5805,2026-08-14T16:15:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2076,665,KMI,CATALYST,5808,2026-08-14T16:34:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2077,666,KTB,CATALYST,5810,2026-08-14T17:00:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2078,108,LECO,CATALYST,5811,2026-08-14T17:09:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2080,111,LLY,CATALYST,5812,2026-08-14T18:08:39+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2081,529,LNG,CATALYST,5818,2026-08-14T17:13:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2085,379,MEDP,CATALYST,5822,2026-08-14T17:30:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2088,117,MITK,CATALYST,5823,2026-08-14T19:33:54+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2091,121,MS,CATALYST,5824,2026-08-14T18:42:09+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2096,126,NLY,CATALYST,5831,2026-08-14T18:49:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2098,128,NVDA,CATALYST,5839,2026-08-14T21:49:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2101,130,NVT,CATALYST,5516,2026-08-13T16:34:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2107,136,OPY,CATALYST,5886,2026-08-14T17:00:16+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2109,651,OSCR,CATALYST,5889,2026-08-14T18:57:12+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2115,142,PRI,CATALYST,5517,2026-08-13T17:45:06+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2121,597,ROST,CATALYST,5714,2026-08-14T19:07:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2122,533,RPRX,CATALYST,5537,2026-08-13T15:35:01+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2123,534,RRC,CATALYST,5720,2026-08-14T16:34:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2124,668,RTX,CATALYST,5723,2026-08-14T19:22:02+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2128,157,SLDE,CATALYST,5729,2026-08-14T16:50:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2132,670,STX,CATALYST,5731,2026-08-14T21:49:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2133,627,SUN,CATALYST,5742,2026-08-14T15:30:04+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2135,657,TER,CATALYST,5743,2026-08-14T18:11:43+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2139,170,TXRH,CATALYST,5745,2026-08-14T18:31:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2140,171,UAL,CATALYST,5749,2026-08-14T17:30:05+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2142,173,VIK,CATALYST,5752,2026-08-14T16:26:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2143,175,VRTX,CATALYST,5756,2026-08-14T19:07:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2144,671,VSXY,CATALYST,5757,2026-08-14T18:29:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2149,183,WES,CATALYST,5759,2026-08-14T18:00:04+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2153,187,XOM,CATALYST,5762,2026-08-14T20:20:50+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2154,188,XPEL,CATALYST,5546,2026-08-12T20:14:15+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
2155,189,ZWS,CATALYST,5766,2026-08-13T16:20:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2158,77,GD,CATALYST,5578,2026-08-14T21:00:54+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2159,642,GEV,CATALYST,5580,2026-08-14T19:00:13+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2161,81,GLNG,CATALYST,5584,2026-08-14T17:48:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2162,524,GMED,CATALYST,5586,2026-08-14T17:05:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2167,89,HEI,CATALYST,5587,2026-08-14T15:40:01+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2172,93,HUM,CATALYST,5590,2026-08-14T19:36:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2173,94,HWM,CATALYST,5592,2026-08-14T16:03:25+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2179,99,ITIC,CATALYST,5596,2026-08-14T19:45:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2181,668,RTX,CATALYST,6001,2026-08-14T21:31:22+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2182,535,SM,CATALYST,6004,2026-08-14T19:49:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2183,129,NVST,CATALYST,5934,2026-08-14T17:32:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2184,667,OCFC,CATALYST,5937,2026-08-14T18:45:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2185,69,FHI,CATALYST,5950,2026-08-14T17:45:02+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2187,202,AME,CATALYST,5958,2026-08-13T16:32:46+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2188,12,APG,CATALYST,5967,2026-08-13T18:42:42+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2190,21,AWR,CATALYST,5985,2026-08-14T20:18:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2193,275,CXW,CATALYST,5996,2026-08-14T16:29:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2194,1,A,CATALYST,6142,2026-08-14T20:48:25+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2196,6,AIR,CATALYST,6144,2026-08-14T17:11:56+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2197,197,AIT,CATALYST,6145,2026-08-14T18:26:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2198,734,AMD,CATALYST,6153,2026-08-14T21:57:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2200,736,BAP,CATALYST,6197,2026-08-14T18:04:31+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2205,49,CTS,CATALYST,6207,2026-08-13T17:40:02+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2206,185,WST,CATALYST,6110,2026-08-14T21:23:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2207,135,ONTO,CATALYST,6116,2026-08-14T18:11:43+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2209,744,PENG,CATALYST,6119,2026-08-14T21:49:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2210,745,PNFP,CATALYST,6121,2026-08-14T16:30:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2212,654,PWR,CATALYST,6125,2026-08-14T18:20:02+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2220,517,DDOG,CATALYST,6081,2026-08-14T19:10:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2221,56,DHT,CATALYST,6092,2026-08-14T17:57:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2224,78,GE,CATALYST,6097,2026-08-14T20:21:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2225,79,GEO,CATALYST,6105,2026-08-14T19:37:40+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2228,665,KMI,CATALYST,6014,2026-08-14T17:57:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2229,105,KN,CATALYST,6015,2026-08-13T20:01:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2231,107,LB,CATALYST,6019,2026-08-13T17:24:12+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2234,739,LTC,CATALYST,6026,2026-08-14T17:06:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2235,648,MGY,CATALYST,6027,2026-08-13T16:12:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2237,649,MPWR,CATALYST,6028,2026-08-14T17:25:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2238,121,MS,CATALYST,6032,2026-08-14T22:00:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2239,741,MU,CATALYST,6034,2026-08-14T21:57:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2241,742,OCC,EARNINGS,7149,2025-12-23T22:00:00+01:00,2025-12-23,2025-12-23,2025-12-23T09:30:00-05:00
2247,674,ADSK,CATALYST,6209,2026-08-14T21:44:18+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2248,195,ADUS,CATALYST,4957,2026-08-12T16:44:00+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
2251,536,AJG,CATALYST,6213,2026-08-14T20:00:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2252,676,ALGN,CATALYST,6216,2026-08-14T17:32:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2254,677,ALLE,CATALYST,6221,2026-08-14T18:29:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2259,204,AMRX,CATALYST,6229,2026-08-14T17:02:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2261,678,ANF,CATALYST,6232,2026-08-14T18:53:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2264,208,APD,CATALYST,6235,2026-08-14T18:00:05+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2265,209,APO,CATALYST,6241,2026-08-14T21:12:01+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2266,600,APPF,CATALYST,6249,2026-08-14T18:45:02+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2269,538,ASH,CATALYST,5009,2026-08-13T16:28:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2273,539,AWI,CATALYST,5015,2026-08-12T16:50:00+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
2274,217,AWK,CATALYST,6259,2026-08-14T20:42:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2275,540,AXTA,CATALYST,6261,2026-08-14T15:40:03+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2277,219,BA,CATALYST,6266,2026-08-14T21:31:22+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2278,221,BAM,CATALYST,6280,2026-08-14T21:12:01+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2279,223,BAX,CATALYST,6636,2026-08-14T21:23:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2280,679,BBY,CATALYST,5039,2026-08-13T21:11:49+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2285,229,BIIB,CATALYST,6642,2026-08-14T19:29:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2286,232,BJRI,CATALYST,6645,2026-08-14T17:40:02+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2287,233,BKH,CATALYST,6652,2026-08-14T16:14:16+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2288,749,BKNG,CATALYST,6653,2026-08-14T19:36:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2289,234,BKR,CATALYST,6660,2026-08-14T19:07:38+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2291,235,BLK,CATALYST,6663,2026-08-14T21:12:01+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2292,236,BLTE,CATALYST,6689,2026-08-14T17:11:52+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2293,237,BMRN,CATALYST,6691,2026-08-14T15:40:02+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2294,238,BMY,CATALYST,6696,2026-08-14T21:25:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2295,603,BOW,CATALYST,6700,2026-08-14T20:53:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2297,242,BRO,CATALYST,6702,2026-08-14T20:00:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2298,243,BWA,CATALYST,4735,2026-08-12T16:37:32+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
2299,244,BX,CATALYST,6706,2026-08-14T21:12:01+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2301,684,C,CATALYST,6717,2026-08-14T18:44:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2302,247,CAH,CATALYST,6728,2026-08-14T20:29:48+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2305,250,CBRE,CATALYST,6742,2026-08-14T20:50:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2306,251,CBRL,CATALYST,4755,2026-08-12T16:28:09+02:00,2026-08-12,2026-08-12,2026-08-12T09:30:00-04:00
2308,255,CHD,CATALYST,6744,2026-08-14T18:04:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2309,605,CHE,CATALYST,6748,2026-08-14T17:33:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2310,256,CHEF,CATALYST,6749,2026-08-13T18:03:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2312,258,CLH,CATALYST,6750,2026-08-14T19:01:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2313,687,CLMT,CATALYST,4775,2026-08-13T21:18:48+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2314,259,CLX,CATALYST,6757,2026-08-13T17:07:56+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2317,688,CNMD,CATALYST,6763,2026-08-14T21:23:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2318,265,COO,CATALYST,6764,2026-08-14T17:05:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2319,690,CORT,CATALYST,6766,2026-08-14T17:04:04+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2320,44,CPAY,CATALYST,6767,2026-08-14T18:04:32+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2325,269,CRWD,CATALYST,6306,2026-08-14T21:44:18+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2326,270,CSL,CATALYST,6315,2026-08-14T18:37:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2329,273,CWT,CATALYST,6320,2026-08-14T20:18:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2330,608,DAN,CATALYST,6322,2026-08-13T19:15:08+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2331,544,DAR,CATALYST,6324,2026-08-14T19:37:40+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2332,545,DASH,CATALYST,6327,2026-08-14T17:00:33+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2335,276,DCO,CATALYST,5163,2026-08-13T15:54:38+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2338,282,DIS,CATALYST,6341,2026-08-14T20:23:58+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2339,283,DLTR,CATALYST,6348,2026-08-14T16:07:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2341,285,DRI,CATALYST,6350,2026-08-14T18:31:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2345,610,EAT,CATALYST,6361,2026-08-14T18:31:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2348,549,ELV,CATALYST,6367,2026-08-14T17:30:03+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2350,295,EMR,CATALYST,5221,2026-08-13T20:44:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2352,296,ENVA,CATALYST,6371,2026-08-14T18:45:02+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2355,301,EXLS,CATALYST,6372,2026-08-14T18:45:03+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2356,302,EXPD,CATALYST,6374,2026-08-14T19:45:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2358,751,F,CATALYST,6583,2026-08-14T20:48:25+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2359,696,FAST,CATALYST,6597,2026-08-14T16:28:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
2360,306,FCNCA,CATALYST,6598,2026-08-13T21:49:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2362,551,FDX,CATALYST,5255,2026-08-13T21:47:00+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2363,309,FERG,CATALYST,5265,2026-08-13T19:20:13+02:00,2026-08-13,2026-08-13,2026-08-13T09:30:00-04:00
2364,310,FLS,CATALYST,6609,2026-08-14T18:41:00+02:00,2026-08-14,2026-08-14,2026-08-14T09:30:00-04:00
